,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenAbvGr,KitchenQual,Functional,GarageType,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,OverallQual,OverallCond,SalePrice,LotArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YearsToSale
87,160,FV,Pave,Reg,Lvl,AllPub,Corner,Somerst,TwnhsE,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,234,0,0,0,0,Partial,6,5,164500,3951,0,612,612,612,0,1224,2,4,0,2,528,0
88,50,C (all),Pave,IR1,Lvl,AllPub,Corner,IDOTRR,1Fam,1.5Fin,Fa,Fa,CBlock,TA,Fa,Unf,GasA,TA,N,SBrkr,1,Fa,Typ,None,N,0,0,156,0,0,0,Abnorml,3,2,85000,8470,0,1013,1013,0,513,1526,2,6,0,0,0,27
89,20,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,None,Y,0,0,0,0,0,0,Normal,4,5,123600,8070,588,990,990,0,0,990,3,5,0,0,0,12
90,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,Slab,None,None,None,GasA,TA,Y,FuseA,1,TA,Typ,Detchd,Y,0,29,0,0,0,0,Normal,4,5,109900,7200,0,0,1040,0,0,1040,2,4,0,2,420,56
91,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Abnorml,5,3,98600,8500,600,1235,1235,0,0,1235,2,6,0,2,480,45
92,30,RL,Pave,IR1,HLS,AllPub,Inside,Crawfor,1Fam,1Story,TA,Gd,BrkTil,Gd,TA,ALQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,44,0,0,0,Normal,5,7,163500,13360,713,876,964,0,0,964,2,5,0,2,432,3
93,190,C (all),Pave,Reg,Lvl,AllPub,Corner,OldTown,2fmCon,2.5Unf,TA,TA,BrkTil,TA,Fa,Rec,GasW,Ex,N,SBrkr,2,TA,Typ,Detchd,Y,0,0,0,0,99,0,Normal,6,6,133900,7200,1046,1214,1260,1031,0,2291,4,9,1,2,506,9
94,60,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,TA,Gd,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,162,0,0,0,0,Normal,6,5,204750,9337,648,824,905,881,0,1786,3,7,0,2,684,10
95,60,RL,Pave,IR2,Lvl,AllPub,Corner,Gilbert,1Fam,2Story,Ex,Gd,PConc,Gd,Gd,ALQ,GasA,Gd,Y,SBrkr,1,TA,Typ,BuiltIn,Y,232,63,0,0,0,0,Normal,6,8,185000,9765,310,680,680,790,0,1470,3,6,1,2,420,16
96,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,158,29,0,0,0,0,Normal,7,5,214000,10264,1162,1588,1588,0,0,1588,3,6,0,2,472,7
97,20,RL,Pave,Reg,HLS,AllPub,Inside,Edwards,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,FuseF,1,TA,Typ,Attchd,P,120,0,0,0,0,0,Normal,4,5,94750,10921,520,960,960,0,0,960,3,6,0,1,432,42
98,30,RL,Pave,Reg,Lvl,AllPub,Corner,Edwards,1Fam,1Story,TA,TA,BrkTil,TA,TA,ALQ,GasA,Fa,N,SBrkr,1,TA,Typ,Basment,Y,0,0,77,0,0,0,Abnorml,5,5,83000,10625,108,458,835,0,0,835,2,5,0,1,366,60
99,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,Fa,Y,SBrkr,1,TA,Typ,None,Y,352,0,0,0,0,0,Normal,4,5,128950,9320,569,950,1225,0,0,1225,3,6,0,0,0,51
100,20,RL,Pave,IR1,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,PConc,TA,TA,ALQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,168,68,0,0,0,0,Normal,6,7,205000,10603,1200,1610,1610,0,0,1610,3,6,2,2,480,9
101,60,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,1Fam,2Story,Gd,TA,CBlock,Gd,TA,Unf,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,192,46,0,0,0,0,Normal,6,5,178000,9206,0,741,977,755,0,1732,3,7,1,2,476,25
102,90,RL,Pave,Reg,Bnk,AllPub,Inside,SawyerW,Duplex,1Story,TA,Fa,Slab,None,None,None,GasA,TA,Y,SBrkr,2,TA,Typ,Attchd,Y,0,0,0,0,0,0,Alloca,5,5,118964,7018,0,0,1535,0,0,1535,4,8,0,2,410,30
103,20,RL,Pave,IR1,Lvl,AllPub,Corner,CollgCr,1Fam,1Story,TA,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,36,0,0,0,0,Normal,7,5,198900,10402,0,1226,1226,0,0,1226,3,6,0,3,740,1
104,50,RM,Pave,Reg,Lvl,AllPub,Corner,IDOTRR,1Fam,1.5Fin,TA,Fa,PConc,TA,TA,LwQ,GasA,Ex,Y,FuseF,1,TA,Typ,Detchd,Y,0,0,0,0,184,0,Normal,7,4,169500,7758,224,1040,1226,592,0,1818,4,7,2,1,240,57
105,60,FV,Pave,Reg,Lvl,AllPub,Inside,Somerst,1Fam,2Story,Gd,TA,PConc,Ex,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,140,45,0,0,0,0,Normal,8,5,250000,9375,0,1053,1053,939,0,1992,3,9,1,2,648,4
106,30,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1Story,TA,TA,BrkTil,Fa,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,N,0,0,0,0,0,0,Normal,4,7,100000,10800,0,641,1047,0,0,1047,2,6,0,1,273,12
107,20,RM,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Partial,5,5,115000,6000,104,789,789,0,0,789,2,5,0,1,250,58
108,50,RM,Pave,Reg,Lvl,AllPub,Corner,IDOTRR,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,Unf,GasW,TA,N,FuseF,1,Fa,Typ,None,N,0,0,144,0,0,0,Normal,5,7,115000,8500,0,793,997,520,0,1517,3,7,0,0,0,2
109,20,RL,Pave,IR1,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,CBlock,Gd,TA,BLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,122,0,0,0,0,Normal,6,6,190000,11751,705,1844,1844,0,0,1844,3,7,1,2,546,33
110,50,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,1Fam,1.5Fin,TA,TA,CBlock,TA,Fa,Rec,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,182,0,0,0,0,0,Normal,6,4,136900,9525,444,994,1216,639,0,1855,4,7,0,1,325,34
111,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,SLvl,TA,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,TA,Typ,BuiltIn,Y,180,0,0,0,0,0,Normal,7,5,180000,7750,250,384,774,656,0,1430,3,7,1,2,400,10
112,60,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,BuiltIn,Y,120,184,0,0,168,0,Partial,7,5,383970,9965,984,1264,1282,1414,0,2696,4,10,1,3,792,0
113,20,RL,Pave,Reg,Bnk,AllPub,Corner,Crawfor,1Fam,1Story,TA,Gd,CBlock,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Basment,Y,166,120,192,0,0,0,Abnorml,6,5,217000,21000,35,1809,2259,0,0,2259,3,7,2,2,450,54
114,70,RL,Pave,IR1,Lvl,AllPub,Inside,Crawfor,1Fam,2Story,TA,TA,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Detchd,Y,224,0,0,0,0,0,Normal,6,8,259500,7259,774,1028,1436,884,0,2320,3,9,1,1,180,5
115,160,FV,Pave,Reg,Lvl,AllPub,Corner,Somerst,TwnhsE,2Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,Y,0,32,0,0,0,0,Normal,6,5,176000,3230,419,729,729,729,0,1458,2,5,1,2,440,8
116,20,RL,Pave,Reg,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,LwQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,20,144,0,0,0,Normal,5,5,139000,11616,170,1092,1092,0,0,1092,3,6,1,1,288,47
117,20,RL,Pave,Reg,Lvl,AllPub,Corner,Edwards,1Fam,1Story,TA,TA,PConc,Gd,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,80,64,0,0,0,0,Partial,5,5,155000,8536,0,1125,1125,0,0,1125,2,5,0,2,430,0
118,60,RL,Pave,Reg,Lvl,AllPub,Corner,SawyerW,1Fam,2Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,367,0,0,0,0,0,Normal,7,5,320000,12376,1470,1673,1699,1523,0,3222,5,11,2,3,594,20
119,60,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,24,0,0,0,0,Partial,6,5,163990,8461,0,728,728,728,0,1456,3,8,1,2,390,0
120,80,RL,Pave,IR1,Low,AllPub,CulDSac,ClearCr,1Fam,SLvl,TA,TA,CBlock,TA,TA,ALQ,GasA,Ex,Y,SBrkr,1,TA,Typ,Attchd,Y,0,130,0,130,0,0,Normal,6,5,180000,21453,938,938,988,0,0,988,1,4,2,2,540,37
121,50,RM,Pave,Reg,Lvl,AllPub,Inside,IDOTRR,1Fam,1.5Fin,TA,TA,PConc,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Detchd,P,0,0,140,0,0,0,Normal,4,5,100000,6060,0,732,772,351,0,1123,3,4,0,1,264,57
122,20,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,1Fam,1Story,TA,Gd,CBlock,TA,TA,BLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,130,0,Normal,6,7,136000,9464,570,1080,1080,0,0,1080,3,5,0,1,288,50
123,120,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,TwnhsE,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,63,0,0,0,0,Normal,6,5,153900,7892,300,1199,1199,0,0,1199,2,5,0,2,530,15
124,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,NWAmes,1Fam,1Story,TA,Gd,CBlock,Gd,Fa,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,192,0,0,0,0,0,Normal,6,5,181000,17043,0,1362,1586,0,0,1586,3,7,1,2,435,11
125,190,RM,Pave,Reg,Lvl,AllPub,Inside,IDOTRR,2fmCon,1.5Fin,TA,Fa,CBlock,TA,TA,GLQ,GasA,Gd,N,SBrkr,1,TA,Typ,None,N,53,0,0,0,0,0,Normal,6,8,84500,6780,490,520,520,0,234,754,2,5,0,0,0,24
126,120,RL,Pave,IR1,Lvl,AllPub,Inside,NPkVill,TwnhsE,1Story,TA,TA,CBlock,Gd,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,205,0,0,0,0,Normal,6,5,128000,4928,120,1078,958,0,0,958,2,5,1,2,440,31
127,45,RM,Pave,IR1,Bnk,AllPub,Inside,OldTown,1Fam,1.5Unf,TA,Gd,BrkTil,TA,TA,LwQ,GasA,Ex,Y,SBrkr,1,TA,Typ,None,N,0,0,0,0,0,0,Normal,5,7,87000,4388,116,672,840,0,0,840,3,5,1,0,0,57
128,60,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,2Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,188,108,0,0,0,0,Normal,6,5,155000,7590,512,660,660,688,0,1348,3,6,1,2,453,40
129,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,FuseA,1,Ex,Typ,2Types,Y,0,80,0,180,0,0,Abnorml,5,7,150000,8973,567,1008,1053,0,0,1053,3,6,0,2,750,15
130,60,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,1Fam,2Story,TA,TA,CBlock,TA,TA,Rec,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,105,66,0,0,0,0,Normal,7,6,226000,14200,445,924,1216,941,0,2157,4,8,2,2,487,40
131,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,24,48,0,0,0,0,Normal,6,5,244000,12224,695,992,1022,1032,0,2054,3,7,1,2,390,9
132,20,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,SBrkr,1,Gd,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,6,150750,7388,405,1063,1327,0,0,1327,3,7,0,2,624,5
133,20,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,1Fam,1Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,192,25,0,0,0,0,Normal,8,5,220000,6853,1005,1267,1296,0,0,1296,2,6,0,2,471,7
134,20,RL,Pave,IR1,Lvl,AllPub,Inside,Sawyer,1Fam,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,SBrkr,1,TA,Min1,Attchd,Y,0,96,180,0,0,0,Normal,5,6,180000,10335,570,1461,1721,0,0,1721,3,7,1,2,440,13
135,20,RL,Pave,Reg,Lvl,AllPub,Inside,NWAmes,1Fam,1Story,TA,TA,PConc,TA,TA,Unf,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,98,0,0,0,0,0,Normal,7,6,174000,10400,0,1304,1682,0,0,1682,3,7,1,2,530,38
136,20,RL,Pave,IR1,Lvl,AllPub,Corner,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,111,0,0,0,0,Normal,5,5,143000,10355,695,1214,1214,0,0,1214,3,5,1,1,318,40
137,90,RL,Pave,Reg,Lvl,AllPub,Inside,Mitchel,Duplex,1Story,TA,TA,CBlock,TA,TA,Unf,GasA,Gd,Y,SBrkr,2,TA,Typ,2Types,Y,0,0,0,0,0,0,Family,7,5,171000,11070,0,1907,1959,0,0,1959,5,9,0,3,766,17
138,60,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,224,106,0,0,0,0,Normal,8,5,230000,9066,668,1004,1004,848,0,1852,3,7,2,3,660,8
139,60,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,2Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,276,99,0,0,0,0,Normal,6,5,231500,15426,821,928,928,836,0,1764,3,7,0,2,470,12
140,20,RL,Pave,Reg,Lvl,AllPub,FR2,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,None,Y,0,0,0,0,0,0,Normal,4,5,115000,10500,432,864,864,0,0,864,3,5,1,0,0,39
141,20,RL,Pave,Reg,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,160,24,0,0,0,0,Normal,7,5,260000,11645,1300,1734,1734,0,0,1734,3,7,0,2,660,1
142,50,RL,Pave,Reg,Lvl,AllPub,Corner,NAmes,1Fam,1.5Fin,TA,Fa,CBlock,TA,TA,Rec,GasA,Fa,Y,SBrkr,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,4,166000,8520,507,910,910,475,0,1385,4,6,0,2,720,58
143,20,RL,Pave,IR1,Lvl,AllPub,Inside,CollgCr,1Fam,1Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,144,29,0,0,0,0,Normal,7,5,204000,10335,679,1490,1501,0,0,1501,3,6,0,2,577,10
144,90,RM,Pave,Reg,Lvl,AllPub,Inside,Sawyer,Duplex,1Story,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,2,TA,Typ,Detchd,Y,0,0,0,0,0,0,Abnorml,5,5,125000,9100,1332,1728,1728,0,0,1728,6,10,0,2,504,43
145,160,RM,Pave,Reg,Lvl,AllPub,Inside,Edwards,Twnhs,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Maj1,Detchd,Y,0,40,0,0,0,0,Normal,6,5,130000,2522,0,970,970,739,0,1709,3,7,0,2,380,0
146,30,RM,Pave,Reg,Lvl,AllPub,Corner,BrkSide,1Fam,1Story,TA,TA,BrkTil,TA,TA,BLQ,GasA,TA,Y,FuseA,1,TA,Typ,Detchd,Y,48,0,0,0,0,0,Normal,5,7,105000,6120,209,715,875,0,0,875,2,5,0,1,180,16
147,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,BuiltIn,Y,144,48,0,0,0,0,Normal,7,5,222500,9505,0,884,884,1151,0,2035,3,8,1,2,434,9
148,20,RL,Pave,Reg,Lvl,AllPub,Inside,SawyerW,1Fam,1Story,TA,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,None,Y,0,0,0,0,0,0,Normal,7,5,141000,7500,680,1080,1080,0,0,1080,3,6,0,0,0,3
149,50,RM,Pave,Reg,Lvl,AllPub,Inside,BrkSide,1Fam,1.5Fin,TA,TA,BrkTil,Gd,TA,Unf,GasA,Gd,Y,FuseA,1,TA,Typ,Detchd,Y,200,114,0,0,0,0,Normal,5,4,115000,6240,0,896,896,448,0,1344,3,7,0,1,240,56
150,20,RL,Pave,Reg,Lvl,AllPub,Corner,CollgCr,1Fam,1Story,TA,TA,CBlock,TA,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,5,6,122000,10356,716,969,969,0,0,969,3,5,0,2,440,32
151,20,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,1Fam,1Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,102,0,0,0,0,Partial,8,5,372402,13891,1400,1710,1710,0,0,1710,2,6,1,3,866,0
152,60,RL,Pave,IR1,Lvl,AllPub,CulDSac,NWAmes,1Fam,2Story,TA,TA,CBlock,TA,TA,Rec,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,0,66,0,0,0,0,Normal,6,5,190000,14803,416,825,1097,896,0,1993,4,8,1,2,495,35
153,20,RL,Pave,Reg,Lvl,AllPub,Inside,ClearCr,1Fam,1Story,TA,TA,CBlock,Gd,TA,BLQ,GasA,Gd,Y,SBrkr,1,TA,Typ,Attchd,Y,409,0,0,0,0,0,Normal,6,7,235000,13500,429,1602,1252,0,0,1252,1,4,1,2,564,33
154,30,RM,Pave,Reg,Lvl,AllPub,Corner,OldTown,1Fam,1Story,TA,TA,BrkTil,TA,TA,Unf,GasA,TA,Y,FuseA,1,TA,Typ,Detchd,Y,0,0,228,0,0,0,Family,6,5,125000,11340,0,1200,1200,0,0,1200,4,7,0,1,312,56
155,50,RL,Pave,Reg,Lvl,AllPub,Corner,Edwards,1Fam,1.5Fin,TA,TA,BrkTil,TA,TA,Unf,Grav,Fa,N,FuseF,1,TA,Typ,None,N,0,8,128,0,0,0,Normal,6,5,79000,9600,0,572,572,524,0,1096,2,5,0,0,0,58
156,20,RL,Pave,Reg,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,None,None,None,GasA,TA,Y,FuseF,1,TA,Typ,Detchd,Y,0,0,0,0,0,0,Normal,5,7,109500,7200,0,0,1040,0,0,1040,2,5,0,2,625,56
157,60,RL,Pave,Reg,Lvl,AllPub,Corner,Timber,1Fam,2Story,Gd,TA,PConc,Ex,TA,Unf,GasA,Ex,Y,SBrkr,1,Ex,Typ,BuiltIn,Y,0,75,0,0,0,0,Partial,8,5,269500,12003,0,774,774,1194,0,1968,4,8,1,3,680,0
158,60,FV,Pave,Reg,Lvl,AllPub,Corner,Somerst,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,136,0,0,0,0,Normal,7,5,254900,12552,222,991,991,956,0,1947,3,8,1,2,678,5
159,60,RL,Pave,IR1,HLS,AllPub,Corner,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,GLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,239,132,0,168,0,0,Partial,7,5,320000,19378,57,1392,1392,1070,0,2462,4,9,1,2,576,0
160,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Veenker,1Fam,1Story,TA,TA,PConc,Gd,TA,BLQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,0,0,0,0,0,Normal,6,6,162500,11120,660,1232,1232,0,0,1232,3,6,0,2,516,24
161,60,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,1Fam,2Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,BuiltIn,Y,400,0,0,0,0,0,Normal,9,5,412500,13688,1016,1572,1572,1096,0,2668,3,10,2,3,726,4
162,20,RL,Pave,Reg,Lvl,AllPub,Corner,NridgHt,1Fam,1Story,Gd,TA,PConc,Gd,TA,BLQ,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,70,0,0,0,0,Partial,7,5,220000,12182,1201,1541,1541,0,0,1541,3,7,1,2,532,5
163,45,RL,Pave,Reg,Lvl,AllPub,Inside,OldTown,1Fam,1.5Unf,TA,TA,CBlock,TA,TA,Unf,GasA,Ex,Y,SBrkr,1,TA,Typ,None,Y,0,0,0,0,0,0,Normal,4,6,103200,5500,0,882,882,0,0,882,1,4,0,0,0,51
164,40,RM,Pave,Reg,Lvl,AllPub,Corner,OldTown,1Fam,1Story,TA,Gd,BrkTil,TA,TA,LwQ,GasA,Gd,Y,FuseA,1,Gd,Typ,Detchd,Y,0,0,183,0,0,0,Normal,6,7,152000,5400,370,1149,1149,467,0,1616,3,5,0,1,216,3
165,190,RL,Pave,Reg,Lvl,AllPub,Inside,Edwards,2fmCon,1.5Fin,TA,Gd,BrkTil,TA,TA,ALQ,GasA,Gd,Y,SBrkr,2,TA,Typ,None,Y,140,0,0,0,0,0,Normal,5,7,127500,10106,351,644,808,547,0,1355,4,6,0,0,0,9
166,20,RL,Pave,IR1,Lvl,AllPub,Inside,ClearCr,1Fam,1Story,Gd,TA,CBlock,TA,TA,LwQ,GasA,Ex,Y,FuseA,1,TA,Typ,Attchd,Y,476,0,0,0,142,0,Normal,5,5,190000,10708,379,1617,1867,0,0,1867,2,7,3,1,303,16
167,60,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,1Fam,2Story,Gd,TA,PConc,Ex,TA,GLQ,GasA,Ex,Y,SBrkr,1,Ex,Typ,Attchd,Y,178,120,0,0,0,0,Partial,8,5,325624,10562,1288,1582,1610,551,0,2161,3,8,1,3,789,0
168,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gilbert,1Fam,2Story,Gd,TA,PConc,Gd,TA,Unf,GasA,Ex,Y,SBrkr,1,Gd,Typ,Attchd,Y,100,48,0,0,0,0,Normal,7,5,183500,8244,0,840,840,880,0,1720,3,7,1,2,440,3
169,20,RL,Pave,IR1,Lvl,AllPub,Corner,Timber,1Fam,1Story,Gd,TA,CBlock,Gd,TA,Unf,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,574,64,0,0,0,0,Normal,8,6,228000,16669,0,1686,1707,0,0,1707,2,6,1,2,511,25
170,50,RM,Pave,IR1,Lvl,AllPub,Inside,OldTown,1Fam,1.5Fin,TA,TA,CBlock,TA,TA,Rec,GasA,TA,Y,SBrkr,1,TA,Typ,Detchd,Y,237,0,0,0,0,0,Normal,5,6,128500,12358,360,720,854,0,528,1382,2,7,0,2,660,57
171,20,RL,Pave,IR1,Lvl,AllPub,Corner,NAmes,1Fam,1Story,TA,TA,CBlock,TA,Gd,BLQ,GasA,Fa,Y,SBrkr,1,TA,Typ,Attchd,P,210,62,0,0,0,0,Normal,6,5,215000,31770,639,1080,1656,0,0,1656,3,7,2,2,528,50
172,160,RL,Pave,IR1,Lvl,AllPub,Inside,StoneBr,TwnhsE,2Story,Gd,Gd,PConc,Gd,Gd,GLQ,GasA,Gd,Y,SBrkr,1,Gd,Typ,Attchd,Y,441,35,0,0,0,0,Normal,7,7,239000,5306,495,1064,1064,703,0,1767,2,5,1,2,504,19
173,20,RL,Pave,IR1,Lvl,AllPub,Inside,NAmes,1Fam,1Story,TA,TA,CBlock,TA,TA,ALQ,GasA,TA,Y,SBrkr,1,TA,Typ,Attchd,Y,0,20,0,0,0,0,Normal,6,5,163000,10197,288,1362,1362,0,0,1362,3,6,1,2,504,47
174,20,RL,Pave,IR1,Lvl,AllPub,Inside,Timber,1Fam,1Story,TA,TA,CBlock,Gd,Fa,ALQ,GasA,TA,Y,SBrkr,1,TA,Min2,Attchd,Y,192,0,0,0,0,0,Normal,6,5,184000,12416,1398,1606,1651,0,0,1651,3,7,1,2,616,22
175,20,RL,Pave,Reg,Lvl,AllPub,Corner,Edwards,1Fam,1Story,TA,TA,CBlock,TA,Gd,ALQ,GasA,TA,Y,SBrkr,1,Gd,Typ,Attchd,Y,0,29,39,0,0,0,Normal,6,7,243000,12615,477,1202,2158,0,0,2158,4,7,1,2,576,6
